,hs_name,hs_ceeb,ccd_name,ccd_nces,score
1712,fusion academy washington dc,090009,,,
1713,valley christian academy,320553,,,
1714,laredo early college hs,444057,,,
1715,mckinley technology high sch,090044,McKinley Technology HS,110003000267,88.0
1716,providence hall charter school,450124,,,
1717,walatowa charter high school,320521,WALATOWA CHARTER HIGH,350015800883,86.0
1718,estacada early college,380319,,,
1719,lone peak high school,270072,Lone Peak High School,300065401099,100.0
1720,archimedean upper conserv,102207,ARCHIMEDEAN UPPER CONSERVATORY,120039007456,91.0
1721,winchendon school the,222428,Winchendon PreSchool Program,251308002648,73.0
1722,layton preparatory school,080122,,,
1723,nest plus m-new explorations,333737,,,
1724,ad fontes academy,470806,,,
1725,eastern view high school,470631,EASTERN VIEW HIGH,510105002758,83.0
1726,trinity pacific christian sch,052123,,,
1727,kingsborough early college ss,331126,KINGSBOROUGH EARLY COLLEGE SCHOOL,360015205926,90.0
1728,vineyard high school,053886,,,
1729,horizon jr-sr high school,052886,,,
1730,beaches chapel school,101213,,,
1731,new rochelle high school #2,333368,NEW ROCHELLE HIGH SCHOOL,362049001900,94.0
1732,saint sebastians school,221545,,,
1733,wichita eschool,173205,,,
1734,sierra academy of exped learn,054790,,,
1735,st croix country day school,,,,
1736,brookewood school,210667,,,
1737,windsor school,331931,,,
1738,georgia military college hs,112100,,,
1739,acad of our lady good counsel,335935,,,
1740,lorain high school,363050,Lorain High School,390442605326,100.0
1741,segerstrom high school,054018,Segerstrom High,063531010990,81.0
1742,university of miami global ac,100372,,,
1743,shape american high school dod,574020,,,
1744,edison prep,060108,EDISON PREP,080363006648,100.0
1745,maranatha christian school,042019,,,
1746,veterans memorial high school,440903,,,
1747,frontier high school,996011,FRONTIER HIGH SCHOOL,080372001775,100.0
1748,cheyenne south high school,510071,South High School,560198000448,79.0
1749,mscd lab school lookout mtn,060673,,,
1750,california connections ripon,054643,California Connections Academy @ Ripon,060238813152,85.0
1751,lee williams high school,030672,Lee Williams High School,040029503325,100.0
1752,yeshiva univ hs los angeles,051841,,,
1753,life christian school,380011,,,
1754,1199 school social change,330535,,,
1755,stem early college hs alamo,446216,,,
1756,southwest aeronautics mathemat,320133,,,
1757,u of mo-columbia high school,260734,,,
1758,holy cross high school,192030,,,
1759,academic leadership community,054254,,,
1760,city of angels school-hesby,052608,,,
1761,baldwin school n y c,333425,,,
1762,mother of mercy high school,361035,,,
1763,western michigan christian hs,232715,,,
1764,saint augustine high school,444050,,,
1765,palmdale aerospace academy,054705,Palmdale Aerospace Academy,060194513029,100.0
1766,okkodo high school,525205,OKKODO HIGH SCHOOL,660000200077,100.0
1767,austin waldorf school,440338,,,
1768,tnt academy,111841,,,
1769,cossatot river high school,040520,COSSATOT RIVER HIGH SCHOOL,050040501591,100.0
1770,classical academy high school,054194,Classical Academy High,060176311756,86.0
1771,fusion academy - white plains,335952,,,
1772,north phoenix preparatory acad,030114,,,
1773,valle verde early college hs,442191,VALLE VERDE EARLY COLLEGE H S,484668011982,98.0
1774,weinbaum yeshiva high school,100168,,,
1775,heritage hall school,341801,,,
1776,rainier christian high school,480053,,,
1777,denver street school,060454,,,
1778,p.u.s.h. academy,995536,,,
1779,felicitas & gonzalo mendez hs,054381,Felicitas and Gonzalo Mendez High,062271012438,87.0
1780,telos academy,450287,,,
1781,bryan collegiate high school,440949,BRYAN COLLEGIATE H S,481179011507,83.0
1782,apex homeschool enrichment pro,060032,,,
1783,summit view high school,480059,Summit View High School,530038001069,100.0
1784,eastside high school,052189,,,
1785,ohio virtual academy,365143,Ohio Virtual Academy,390018004704,100.0
1786,south ridge high school,033400,South Ridge High School,040044702671,100.0
1787,escuela campo alegre m-314,950290,,,
1788,saint francis de sales hs,141150,,,
1789,academy for bus & comp tech,310454,,,
1790,harmony science academy,441844,HARMONY SCIENCE ACADEMY - DALLAS,480029212542,84.0
1791,pioneer charter school sci ii,220767,Pioneer Charter School of Science II (PCSS-II),250054602780,77.0
1792,first assembly christian sch,340886,,,
1793,bronx expeditionary learning,330761,,,
1794,bushland high school,441027,BUSHLAND H S,483557010997,75.0
1795,harding academy of memphis,431417,,,
1796,international hs new orleans,192141,,,
1797,concordia lutheran jr/sr hs,281706,,,
1798,bergen arts & sci charter sch,310457,,,
1799,crater renaissance academy,380152,Crater Renaissance Academy,410294001739,100.0
1800,california preparatory academy,054521,California Preparatory Academy,060744012894,100.0
1801,maggie l walker high school,,MAGGIE L. WALKER GOV. SCH.,510006102561,79.0
1802,saint joseph high school,144348,,,
1803,cocheco arts and tech acad,300134,,,
1804,seacoast collegiate high sch,102550,,,
1805,blue ridge christian school,261612,,,
1806,tesla engineering charter sch,995524,Tesla Engineering Charter School,550039002547,95.0
1807,shape american high school,574020,,,
1808,marco antonio firebaugh hs,052039,Marco Antonio Firebaugh High,062316010903,93.0
1809,bible baptist christian acad,143739,,,
1810,central christian high school,380966,,,
1811,salt fork high school,140571,Salt Fork High School,170141806385,100.0
1812,academy at penguin hall,220007,,,
1813,paideia cooperative school,975737,PAIDEIA Cooperative School,020018000756,100.0
1814,south east high school,053980,South East High,062271010888,81.0
1815,john c kimball high school,054375,John C. Kimball High,060004712372,83.0
1816,h b woodlawn,,,,
1817,selwyn school,441943,,,
1818,jefferson high school,060702,,,
1819,colegio americano de quito,930250,,,
1820,rangel young womens leadership,441853,IRMA RANGEL YOUNG WOMENS LEADERSHIP SCHOOL,481623010561,83.0
1821,north paulding high school,110965,North Paulding High School,130402003625,100.0
1822,arizona college prep acad-erie,030711,Arizona College Prep Erie Campus,040187002822,81.0
1823,privett academy,480702,,,
1824,foresthill high school,051083,Foresthill High,063075011002,81.0
1825,american high school,102288,MCARTHUR HIGH SCHOOL,120018000160,75.0
1826,arizona virtual academy,030607,,,
1827,arrowhead park early coll high,320408,,,
1828,sunrise mountain high school,290210,Sunrise Mountain High School,320006000777,100.0
1829,lighthouse point academy nbps,100307,,,
1830,academy for performing arts,311384,Academy For Performing Arts,341804003009,100.0
1831,oak hill school,053588,,,
1832,saint teresa high school,141565,,,
1833,champs high school,053896,,,
1834,highland hall,052153,,,
1835,lisa academy high,041486,LISA ACADEMY HIGH,050007401107,100.0
1836,soloquest learning center,053411,,,
1837,wellington christian school,101808,WELLINGTON HIGH SCHOOL,120150002631,82.0
1838,atrisco heritage academy high,320119,ATRISCO HERITAGE ACADEMY HS,350006001037,93.0
1839,hyman g rickover naval academy,141007,Rickover Naval Academy High Schl,170993005078,71.0
1840,johnson college prep,140827,,,
1841,seton keough high school,210034,,,
1842,south carolina virtual charter,410523,South Carolina Virtual Charter School,450390901513,90.0
1843,cardinal ohara high school,335576,,,
1844,de la salle inst west campus,140741,,,
1845,canyon del oro alternative sch,030472,,,
1846,cottonwood classical prep sch,320124,COTTONWOOD CLASSICAL PREP,350006001031,93.0
1847,solomon schechter high school,332369,,,
1848,saint james school,210915,,,
1849,college and career hs,320138,COLLEGE AND CAREER HIGH SCHOOL,350006001100,82.0
1850,melissa high school,444659,MELISSA H S,483012010505,73.0
1851,alliance renee meyer luskin ac,051663,Alliance Renee and Meyer Luskin Academy High,060227912848,81.0
1852,keys gate charter school,102326,KEYS GATE CHARTER SCHOOL,120039004073,100.0
1853,halstrom academy,054753,,,
1854,mystic valley regional charter,221381,Mystic Valley Regional Charter School,250005501260,90.0
1855,imagine prep at suprise,030633,Imagine Prep Surprise,040077002903,91.0
1856,applied technology center,054607,Applied Technology Center,062547012972,100.0
1857,wagner high school,446277,,,
1858,saddleback christian academy,052007,,,
1859,josephinum high school,140910,,,
1860,franklin police and fire high,030641,Franklin Police and Fire High School,040633002859,89.0
1861,young womens leadership acad,446281,YOUNG WOMENS LEADERSHIP ACADEMY,483873011806,95.0
1862,academy software engineering,333428,ACADEMY FOR SOFTWARE ENGINEERING,360007706363,93.0
1863,pact charter school,240077,PACT CHARTER SCHOOL,270009302488,100.0
1864,florida preparatory academy,101020,,,
1865,swallows charter academy,061214,SWALLOWS CHARTER ACADEMY,080615001559,100.0
1866,metro early college hs,365204,Metro Early College High School,390149005710,83.0
1867,saint dominic school,130507,,,
1868,academy of classical christian,372723,,,
1869,equity american school,854401,,,
1870,hazen high school,,Hazen Senior High School,530723001080,83.0
1871,agora cyber charter school,393397,,,
1872,horizons school,110181,,,
1873,treasure valley math sci ctr,130062,TREASURE VALLEY MATH/SCIENCE,160036000823,86.0
1874,"new york city charter arch, en",331036,,,
1875,gaynor mccown expeditionary le,335367,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,360010306024,82.0
1876,sharpstown international schoo,443613,SHARPSTOWN INTERNATIONAL SCHOOL,482364002584,98.0
1877,southwest adult high school,,,,
1878,andrew warde high school,,,,
1879,monarch school,270464,,,
1880,potter's house christian hs,231726,,,
1881,yampa valley high school,996103,,,
1882,saint peters high school,363170,,,
1883,pathways to technology magnet,070304,,,
1884,bellevue big picture high sch,480114,Bellevue Big Picture School,530039003354,86.0
1885,bluesky charter school,242228,BLUESKY CHARTER SCHOOL,270019303146,100.0
1886,syracuse academy of science,335449,SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,360010405549,78.0
1887,golden view classical academy,060726,GOLDEN VIEW CLASSICAL ACADEMY,080002006639,100.0
1888,humanities & sciences inst,030342,,,
1889,mater academy east charter hs,102133,MATER ACADEMY EAST CHARTER,120039003833,95.0
1890,academy at solstice,450152,,,
1891,gateway college prep school,442775,GATEWAY COLLEGE PREPARATORY SCHOOL,480023512294,89.0
1892,valley vista high school,033769,Valley Vista High School,040269002684,100.0
1893,riverside christian hs,052671,,,
1894,sheridan allprep academy,381078,Sheridan AllPrep Academy,411122001803,100.0
1895,baxter academy for tech & sci,200818,Baxter Academy for Tech & Sciences,231481223141,92.0
1896,german intl sch silicon valley,051711,,,
1897,coleman tech charter school hs,054600,,,
1898,alexander school,441827,,,
1899,ida s baker high school,100204,IDA S. BAKER HIGH SCHOOL,120108003965,98.0
1900,epic charter school,372720,,,
1901,brentwood hs ross center,330495,,,
1902,nova classical academy upper,242269,NOVA CLASSICAL ACADEMY UPPER SCHOOL,270033704356,89.0
1903,valley acad arts & sciences,054548,Valley Academy of Arts and Sciences,062271012946,84.0
1904,north atlantic regional hs,200037,,,
1905,desiderata school inc,060098,,,
1906,balboa academy,880000,,,
1907,academy of tech eng math & sci,440041,ACADEMY FOR TECHNOLOGY ENGINEERING MATH & SCIENCE,480744012452,73.0
1908,rapoport academy-meyer hs,447309,,,
1909,bio-med sci acad stem school,365287,Bio-Med Science Academy STEM School,390151205794,89.0
1910,university gardens high school,544730,,,
1911,ankara es/hs dod,564040,,,
1912,lakeside high school,053995,Lakeside High,060002711036,79.0
1913,david g farragut hs dod,578550,,,
1914,univ nm gallup middle coll hs,320299,,,
1915,eric solorio academy high sch,141042,Solorio Academy High School,170993006138,86.0
1916,john stark regional high schoo,,John Stark Regional High School,330000300500,98.0
1917,kearney catholic high school,281227,,,
1918,mansfield legacy high school,444459,MANSFIELD LEGACY H S,482892011334,83.0
1919,college bridge academy compton,,,,
1920,ideal high school,101781,,,
1921,three rivers middle coll hs,070594,Three Rivers Middle College Magnet School,090345001617,76.0
1922,wardlaw-hartridge school,311230,,,
1923,east lee county high school,102029,EAST LEE COUNTY HIGH SCHOOL,120108003966,100.0
1924,venture school,050712,,,
1925,yes prep ps brays oaks campus,443649,YES PREP - BRAYS OAKS,480020912326,80.0
1926,transmountain early college hs,440944,TRANSMOUNTAIN EARLY COLLEGE H S,481830012055,98.0
1927,utica academy international st,233507,,,
1928,the adelson school,290229,,,
1929,thomas jefferson charter schoo,130088,THOMAS JEFFERSON CHARTER,160060000839,89.0
1930,livermore valley charter prep,051541,,,
1931,kipp atlanta collegiate hs,110152,KIPP Atlanta Collegiate Academy,130012004059,84.0
1932,aspire east palo alto phx acad,054257,Aspire East Palo Alto Charter,060160414051,81.0
1933,credo high school,054502,Credo High,060226912635,74.0
1934,mat-su career & tech hs,021080,Mat-Su Career & Tech Ed High School,020051000731,79.0
1935,john w hallahan catholic hs,393350,,,
1936,bioscience high school,030645,Phoenix Union Bioscience High School,040633002670,76.0
1937,disney ii magnet high school,141392,Disney II Magnet HS,170993006250,81.0
1938,anthem preparatory academy,030651,,,
1939,denton calvary academy,441947,,,
1940,alliance margaret bloomfield,054772,,,
1941,harold t branch academy career,441522,HAROLD T BRANCH ACADEMY FOR CAREER & TECHNICAL ED,481527012733,76.0
1942,archbishop o'hara high school,261668,,,
1943,chamisa mesa high school,320670,VISTA GRANDE HIGH SCHOOL,350252001021,71.0
1944,grace christian academy,431096,,,
1945,north high sch engagement ctr,,NORTH HIGH SCHOOL ENGAGEMENT CENTER,080336006569,91.0
1946,windward high school,480112,Meridian High School,530501000768,75.0
1947,upland christian school,053582,,,
1948,catholic high school,011483,,,
1949,napa valley independent study,054602,Napa Valley Independent Studies,062664011271,93.0
1950,dartmoor school,480061,,,
1951,pinecrest prep acad charter hs,100233,PINECREST PREPARATORY ACADEMY CHARTER HIGH SCHOOL,120039007453,76.0
1952,links academy,070728,,,
1953,coliseum coll prep academy,054412,Coliseum College Prep Academy,062805011920,95.0
1954,memphis academy of sci & eng,431424,,,
1955,clackamas web academy,380780,Clackamas Web Academy,410883001543,100.0
1956,waterbury career academy hs,070863,Waterbury Career Academy,090483001638,94.0
1957,itineris early college high sc,450452,Itineris Early College High,490006700997,95.0
1958,public safety academy,311142,,,
1959,calif virtual acad-los angeles,054271,California Virtual Academy @ Los Angeles,060171612034,83.0
1960,pius x high school,394295,,,
1961,rick hawkins high school,446242,,,
1962,greater hartford academy arts,070275,Greater Hartford Academy of the Arts Magnet Middle,090070001625,73.0
1963,regis high school,381125,Stayton High School,410002000854,72.0
1964,oklahoma christian academy,372672,,,
1965,trinity episcopal school,101136,,,
1966,summit view west school,051784,,,
1967,diego rivera comm/tech school,054544,,,
1968,kipp king collegiate high sch,054231,KIPP King Collegiate High,060215211893,93.0
1969,connecticut river acad goodwin,070167,Connecticut River Academy,090345001581,80.0
1970,fulton academy rockwall county,443192,,,
1971,ps 1 charter school,060447,,,
1972,lausd/usc math sci tech sch,051652,,,
1973,immaculate conception academy,130509,,,
1974,bishop walsh middle hs,210435,,,
1975,westlake high school,450004,Westlake High,490003001293,79.0
1976,prep academy,060503,PREP ACADEMY,080336001795,100.0
1977,early college hs d-11,060333,,,
1978,general h h arnold high school,734981,,,
1979,ceo leadership academy,501506,,,
1980,rio rancho cyber academy,320537,RIO RANCHO CYBER ACADEMY,350001000954,100.0
1981,greenwood christian academy,151391,,,
1982,psja thomas jefferson t-stem e,440061,PSJA THOMAS JEFFERSON T-STEM EARLY COLLEGE H S,483486012225,79.0
1983,university collaborative sch,490204,,,
1984,monroe county middle coll hs,232618,Monroe County Middle College,268082008011,89.0
1985,think global school,331183,,,
1986,options for youth-san gabriel,052432,,,
1987,rancho mirage high school,054702,Rancho Mirage High,062955013149,84.0
1988,washington high school,490229,WASHINGTON HIGH SCHOOL,540057001464,100.0
1989,estem high public charter sch,041412,ESTEM PUBLIC CHARTER HIGH SCHOOL,050039801470,79.0
1990,masters academy,101897,,,
1991,psd global academy,060622,,,
1992,liberty christian school,181102,,,
1993,idea academy and college prep,445509,,,
1994,kipp san francisco coll prep,054816,KIPP San Francisco College Preparatory,060195713410,85.0
1995,elk mountain academy,130112,,,
1996,preparatory charter school,393449,,,
1997,apex learning,481142,,,
1998,bright star secondary acad,054207,Bright Star Secondary Charter Academy,060153211665,83.0
1999,glenwood school,012137,,,
2000,episcopal school los angeles,054718,,,
2001,south pacific academy,520038,,,
2002,craft acad morehead st un,181849,,,
2003,john hay senior high school,361290,,,
2004,campos verdes adult school,052157,,,
2005,great barrington waldorf hs,220901,,,
2006,james m steele high school,445889,JAMES M STEELE H S,483318012421,82.0
2007,univ puerto rico secondary sch,544760,,,
2008,intrinsic high school,140984,Intrinsic Charter High School,170993006293,84.0
2009,shema christian academy,,,,
2010,university high school,100981,,,
2011,mississippi school of the arts,250342,MS SCHOOL FOR THE ARTS,280003101574,77.0
2012,east hickman high school,431251,East Hickman High School,470186002104,100.0
2013,brownsvile early college hs,440905,BROWNSVILLE EARLY COLLEGE H S,481168012172,96.0
2014,insight school of arizona,030656,,,
2015,the delta high school,481008,,,
2016,provost academy georgia,110293,,,
2017,hope christian,,,,
2018,alliance judy ivie burton tech,054088,Alliance Judy Ivie Burton Technology Academy High,060193410867,76.0
2019,camino nuevo high school,053991,Camino Nuevo High #2,060200013537,82.0
2020,langston hughes high school,111268,Langston Hughes High School,130228003913,100.0
2021,greeley-evans alternative prog,060518,,,
2022,dayton christian high school,361799,,,
2023,arbor preparatory high school,233832,Arbor Preparatory High School,260098908273,100.0
2024,brentwood high school,331142,BRENTWOOD HIGH SCHOOL,360528004433,100.0
2025,vermont academy of sci & tech,,,,
2026,aaron academy,430887,,,
2027,river ridge high school,113303,River Ridge High School,130111004019,100.0
2028,ridge community high school,101997,RIDGE COMMUNITY HIGH SCHOOL,120159004179,100.0
2029,desert hills high school,450359,,,
2030,santa fe secondary school,320628,,,
2031,centers of learning,053354,,,
2032,andre agassi college prepatory,290208,Andre Agassi College Preparatory Academy,320006000533,86.0
2033,rio hondo prep school,050133,,,
2034,gateway preparatory school,440226,,,
2035,bitburg american hs dod,576100,,,
2036,view park prep accelerated hs,053904,,,
2037,idea college prep-san benito,446293,IDEA COLLEGE PREPARATORY SAN BENITO,480021112164,86.0
2038,da vinci charter academy,051082,Da Vinci Charter Academy,061062012422,100.0
2039,franklin county schools,100383,FRANKLIN COUNTY SCHOOL,120057000845,98.0
2040,richards christian academy,112004,,,
2041,leadership public schools-east,053961,,,
2042,baltimore youth initiative hs,,,,
2043,rainard school,443593,,,
2044,seed school of maryland,210119,The Seed School of Maryland,240002701669,92.0
2045,new covenant academy,263291,,,
2046,sunnyvale high school,444831,SUNNYVALE H S,484188011997,76.0
2047,cairo american college,648300,,,
2048,chambersburg area career mag,390608,Chambersburg Area Career Magnet Sch,420555007449,89.0
2049,clovis online school,050606,Clovis Online Charter,060903012267,78.0
2050,harmony high school,100847,HARMONY HIGH SCHOOL,120147004013,100.0
2051,calvary christian jr & sr hs,053840,,,
2052,summit christian high school,101836,,,
2053,chicago mathematics-science ac,140721,,,
2054,huntington-surrey school,440309,,,
2055,city high school,030603,City High School,040040702404,100.0
2056,christian life academy,190203,,,
2057,information systems academy,310361,,,
2058,chinook west,991535,,,
2059,washington heights exp lrn sch,334124,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,360008305909,77.0
2060,madison preparatory academy,190229,Madison Preparatory Academy,220014802267,100.0
2061,saint bernard catholic hs,052487,,,
2062,kings valley charter school,380822,Kings Valley Charter School,410960000021,100.0
2063,phoenix acad jrotc service cor,141078,,,
2064,ctrl jersey coll prep chtr sch,311029,Central Jersey College Prep Charter School,340009000829,83.0
2065,arthur polly mays conservatory,102432,ARTHUR AND POLLY MAYS CONSERVATORY OF THE ARTS,120039007972,79.0
2066,utah military academy,450338,Utah Military Academy,490017601463,100.0
2067,minnesota cons performing arts,242272,,,
2068,hyde park school,050726,,,
2069,berkshire arts-tech charter,220023,,,
2070,santa clara high school,052300,,,
2071,wolcott school,141376,Talcott Elem School,170993000964,73.0
2072,copper canyon academy,030373,,,
2073,general educ development (ged),,,,
2074,texas ac leadership humanities,440533,,,
2075,jp mccaskey east high school,392111,,,
2076,champion preparatory academy,100014,,,
2077,mountlake terrace high school,480749,Mountlake Terrace High School,530240000356,100.0
2078,academy for science and design,300118,Academy for Science and Design Charter (M),330004000678,83.0
2079,international virtual learning,054314,,,
2080,mc2 stem high school,365243,,,
2081,idaho distance education acad,130064,,,
2082,state coll of fl collegiate,102464,STATE COLLEGE OF FLORIDA COLLEGIATE SCHOOL,120123007901,78.0
2083,west carroll high school,143847,West Carroll High School,170031004970,100.0
2084,ida crown jewish academy,140725,,,
2085,nova academy early col hs,054104,,,
2086,lehman high school,364680,Fairlawn High School,390497703691,79.0
2087,in-tech academy,330649,IN-TECH ACADEMY (MS/HS 368),360008704473,71.0
2088,afnorth school dod,575505,,,
2089,stephen f austin high school,446790,,,
2090,bayhill high school,054279,,,
2091,science tech res hs erasmus,330619,,,
2092,cherry creek options school,060038,,,
2093,green fields country day sch,030487,,,
2094,interagency alternative school,470814,,,
2095,colegio interamericano,854270,,,
2096,high tech high chula vista,054313,High Tech High Chula Vista,060206112083,100.0
2097,rogers heritage,042168,ROGERS HERITAGE HIGH SCHOOL,051197001483,71.0
2098,arkansas arts academy hs,042169,ARKANSAS ARTS ACADEMY HIGH SCHOOL,050005501508,84.0
2099,paterson cs for sci and tech,311143,,,
2100,robert fulton college prep sch,054030,Robert Fulton College Preparatory,062271003029,83.0
2101,new technology high school,421187,New Technology High School - 30,466627001303,91.0
2102,girls athletic leadership sch,060513,GIRLS ATHLETIC LEADERSHIP SCHOOL HIGH SCHOOL,080336006626,79.0
2103,morning star academy,102041,,,
2104,puget sound adventist academy,480551,,,
2105,faith christian academy,060619,,,
2106,nazareth academy,222176,,,
2107,jose marti mast 6-12 academy,102398,JOSE MARTI MAST 6-12 ACADEMY,120039007981,100.0
2108,hansberry college prep,141103,,,
2109,alliance morgan mckinzie hs,054346,Alliance Morgan McKinzie High,060240712259,93.0
2110,christian academy schools,364656,,,
2111,cinema school,331067,CINEMA SCHOOL (THE),360009006160,81.0
2112,manhattan business academy,335361,MANHATTAN BUSINESS ACADEMY,360007706108,100.0
2113,amandla charter school,140626,Amandla Charter School,170142606424,100.0
2114,spring valley school,010421,,,
2115,marine leadership academy,140704,Marine Leadership Academy - Ames,170993002618,88.0
2116,karl g maeser preparatory acad,450153,Karl G. Maeser Preparatory Academy,490005601175,94.0
2117,holy cross hs-dunmore,391078,,,
2118,wylie east high school,447699,WYLIE EAST H S,484653011511,78.0
2119,animo watts college prep acad,054283,Animo Watts College Preparatory Academy,060221911640,85.0
2120,mansfield summit high school,444461,MANSFIELD SUMMIT H S,482892009049,83.0
2121,sweetwater union high school,,,,
2122,verdugo academy,054386,,,
2123,radians high school,541351,,,
2124,arts at the capitol theatre,070927,Arts at the Capitol Theater Magnet School (ACT),090136001507,73.0
2125,yeshiva univ hs los angeles,051843,,,
2126,solomon schechter day school,311503,,,
2127,west river academy,,,,
2128,halstrom academy,054745,,,
2129,washington school,251044,,,
2130,pioneer sch exped learning,991521,,,
2131,aldo leopold charter school,320653,ALDO LEOPOLD CHARTER,350013800938,85.0
2132,design science high,054003,Design Science Middle College High,061455010779,72.0
2133,william j ostiguy hs,220409,,,
2134,saint croix edu complex hs,550084,,,
2135,animo s los angeles charter hs,053975,Animo South Los Angeles Charter,060243510836,89.0
2136,whitmore school,490940,,,
2137,spectrum high school,240721,SPECTRUM HIGH SCHOOL,270027603615,100.0
2138,oakland early college hs,231006,Oakland Early College,263582007784,93.0
2139,notre dame jr-sr high school,335687,,,
2140,noble st charter-comer prep,141347,Noble St Chtr-Comer College Prep,170993006523,81.0
2141,juno beach preparatory school,100823,,,
2142,west fargo sheyenne high sch,,WEST FARGO SHEYENNE HIGH SCHOOL,381941000838,95.0
2143,saint paul high school,363880,Norwalk High School,390445601457,73.0
2144,escuela tlatelolco,060406,,,
2145,glen allen high school,470956,GLEN ALLEN HIGH,510189002837,81.0
2146,griffin bay high school,480419,Griffin Bay School,530765003136,88.0
2147,mission early college hs calif,050358,Mission Early College High,063543014067,86.0
2148,mission early college hs,442270,,,
2149,gramercy arts high school,333638,GRAMERCY ARTS HIGH SCHOOL,360007706077,100.0
2150,christa mcauliffe academy,481606,,,
2151,c r o e m,543420,,,
2152,surrey garden christian school,030158,,,
2153,thomasville high scholars acad,995531,Thomasville High School,130495001673,83.0
2154,aspire langston hughes academy,054460,Aspire Langston Hughes Academy,060180112244,100.0
2155,marion p thomas charter hs,310974,Marion P. Thomas Charter School,340002200285,88.0
2156,westside school,443329,,,
2157,harmony sch innovation-dallas,441134,HARMONY SCHOOL OF INNOVATION - CARROLLTON,480029212548,74.0
2158,florida atlantic univ hs,100113,,,
2159,kipp nyc college prep hs,333836,,,
2160,city of hialeah education acad,100647,CITY OF HIALEAH EDUCATION ACADEMY,120039007454,95.0
2161,alexander high school magnet,444041,,,
2162,saint elizabeth high school,080190,,,
2163,public academy performing arts,320076,,,
2164,rancho campana high school,054851,Rancho Campana High,062927013876,84.0
2165,nw ia cmty coll-hs program,163992,,,
2166,veterans tribute career tech,290215,Veterans Tribute Career Techincal Academy,320006000778,81.0
2167,palo alto adult school,052340,,,
2168,valleydale christian academy,010422,,,
2169,michigan lutheran high school,233382,,,
2170,rejoice high school,372786,,,
2171,dawn christian academy,052816,,,
2172,pomona catholic high school,052504,,,
2173,girard college high school,393335,,,
2174,guamani private school,541999,,,
2175,northwest christian high sch,480834,,,
2176,crossroads flex high school,340018,Crossroads FLEX,370472003402,71.0
2177,khartoum american school,641103,,,
2178,crawford high school,054630,Crawford High,063432011149,79.0
2179,st bonaventure high school,320687,,,
2180,cics-northtown academy,140691,CICS - Northtown  Campus,170993006500,78.0
2181,alexandria academy,050021,,,
2182,san francisco international hs,054515,,,
2183,atlantic coast high school,102320,ATLANTIC COAST HIGH SCHOOL,120048007629,100.0
2184,colegio nuestra sra del carmen,542220,,,
2185,valiant academy,060320,VALIANT ACADEMY HIGH SCHOOL,080270006548,71.0
2186,edison academic center,100160,,,
2187,meridian world school,446021,MERIDIAN WORLD SCHOOL LLC,480142212570,91.0
2188,math and science college prep,054767,Math and Science College Preparatory,060179813084,89.0
2189,victoria west high school,447268,,,
2190,acad math science engineering,310274,,,
2191,john f kennedy school,734142,,,
2192,epic academy,140111,,,
2193,new heights academy charter sc,333403,NEW HEIGHTS ACADEMY CHARTER SCHOOL,360016705891,94.0
2194,frederick l chamberlain school,221404,,,
2195,academy sci entrepreneurship,150216,The Acad of Sci & Entrepreneurship,180063002467,81.0
2196,west point prep school,335914,,,
2197,american indian public hs,054176,,,
2198,homelife academy,431423,,,
2199,saint wendelin high school,362175,,,
2200,saint bernards regl cath h s,220835,,,
2201,cics-longwood,140630,CICS - Longwood Campus,170993006438,74.0
2202,basis ahwatukee,030800,BASIS Ahwatukee,040089703376,100.0
2203,pathways high school,292224,Pahrump Valley High School,320036000192,74.0
2204,newark collegiate academy,310986,,,
2205,mts minnesota connections acad,241689,Minnesota Connections Academy,270011703694,88.0
2206,ipreparatory academy,102333,I PREPARATORY ACADEMY,120039007855,98.0
2207,lake champlain waldorf hs,460099,,,
2208,myron b thompson academy,120039,,,
2209,millennium high school,054020,,,
2210,alachua eschool,102492,,,
2211,cedarwood christian academy,060399,,,
2212,animo college prep academy,054569,Animo College Preparatory Academy,060172012903,88.0
2213,southwestern educational soc,543425,,,
2214,synergy quantum academy,054531,Synergy Quantum Academy,060186712883,100.0
2215,idaho vision high school,130028,IDAHO VISION HIGH SCHOOL,160000401035,100.0
2216,elevate academy,060110,ELEVATE ACADEMY HIGH SCHOOL,080270006605,71.0
2217,fusion academy - houston galle,443663,,,
2218,polk comm coll collegiate hs,101906,,,
2219,yes prep gulfton,443292,YES PREP - GULFTON,480020911822,94.0
2220,international learning academy,101619,,,
2221,aim global,,AIM GLOBAL,080525006678,100.0
2222,alliance dr olga mohan hs,051779,Alliance Dr. Olga Mohan High,060192611633,91.0
2223,international std learning ctr,054028,,,
2224,mannheim american hs dod,576280,,,
2225,saint vrain online global acad,060963,,,
2226,buckeye on-line sc for success,365121,Buckeye On-Line School for Success,390053005240,94.0
2227,lakeville area learning center,,LAKEVILLE AREA LEARNING CENTER,271778002804,100.0
2228,minnesota online high school,241681,,,
2229,raisbeck aviation high school,,Raisbeck Aviation High School,530354002974,100.0
2230,c r o e m,543420,,,
2231,glennallen school,020039,Glennallen Jr/Sr High School,020007000039,76.0
2232,american heritage private sch,100901,,,
